Record Date,Country - Currency Description,Exchange Rate,Effective Date
2015-06-30,SOLOMON ISLANDS-DOLLAR,7.862,2015-06-30
2015-03-31,SOLOMON ISLANDS-DOLLAR,7.435,2015-03-31
2024-12-31,Somali-Shilling,568.0,2024-12-31
2024-09-30,Somali-Shilling,568.0,2024-09-30
2024-06-30,Somali-Shilling,568.0,2024-06-30
2024-03-31,Somali-Shilling,568.0,2024-03-31
2023-12-31,Somali-Shilling,568.0,2023-12-31
2023-09-30,Somali-Shilling,568.0,2023-09-30
2023-06-30,Somali-Shilling,566.0,2023-06-30
2023-03-31,Somali-Shilling,565.0,2023-03-31
2022-12-31,Somali-Shilling,565.0,2022-12-31
2022-09-30,Somali-Shilling,565.0,2022-09-30
2022-06-30,Somali-Shilling,575.0,2022-06-30
2022-03-31,Somali-Shilling,575.0,2022-03-31
2021-12-31,Somali-Shilling,575.0,2021-12-31
2021-09-30,Somali-Shilling,575.0,2021-09-30
2021-06-30,Somali-Shilling,575.0,2021-06-30
2021-03-31,Somali-Shilling,575.0,2021-03-31
2020-12-31,Somali-Shilling,575.0,2020-12-31
2020-09-30,Somali-Shilling,575.0,2020-09-30
2020-06-30,Somali-Shilling,575.0,2020-06-30
2020-03-31,Somali-Shilling,575.0,2020-03-31
2019-12-31,Somali-Shilling,575.0,2019-12-31
2019-09-30,SOMALI-SHILLING,575.0,2019-09-30
2019-06-30,SOMALI-SHILLING,575.0,2019-06-30
2019-03-31,SOMALI-SHILLING,575.0,2019-03-31
2018-12-31,SOMALI-SHILLING,575.0,2018-12-31
2018-09-30,SOMALI-SHILLING,575.0,2018-09-30
2018-06-30,SOMALI-SHILLING,575.0,2018-06-30
2018-03-31,SOMALI-SHILLING,575.0,2018-03-31
2017-12-31,SOMALI-SHILLING,575.0,2017-12-31
2017-09-30,SOMALI-SHILLING,575.0,2017-09-30
2022-09-30,South-Sudanese-Pound,620.0,2022-09-30
2022-06-30,South-Sudanese-Pound,612.0,2022-07-29
2022-06-30,South-Sudanese-Pound,499.0,2022-06-30
2022-03-31,South-Sudanese-Pound,487.0,2022-06-15
2022-03-31,South-Sudanese-Pound,430.0,2022-03-31
2021-12-31,South-Sudanese-Pound,421.0,2021-12-31
2021-09-30,South-Sudanese-Pound,403.0,2021-09-30
2021-06-30,South-Sudanese-Pound,352.81,2021-07-15
2021-06-30,South-Sudanese-Pound,297.9,2021-06-30
2021-03-31,South-Sudanese-Pound,218.83,2021-04-30
2021-03-31,South-Sudanese-Pound,185.69,2021-03-31
2020-12-31,South-Sudanese-Pound,177.0,2020-12-31
2020-09-30,South-Sudanese-Pound,167.93,2020-09-30
2020-06-30,South-Sudanese-Pound,163.5,2020-06-30
2020-03-31,South-Sudanese-Pound,161.84,2020-03-31
2019-12-31,South-Sudanese-Pound,160.0,2019-12-31
2024-12-31,South Africa-Rand,18.85,2024-12-31
2024-09-30,South Africa-Rand,17.16,2024-09-30
2024-06-30,South Africa-Rand,18.194,2024-06-30
2024-03-31,South Africa-Rand,18.89,2024-03-31
2023-12-31,South Africa-Rand,18.427,2023-12-31
2023-09-30,South Africa-Rand,18.864,2023-09-30
2023-06-30,South Africa-Rand,18.936,2023-06-30
2023-03-31,South Africa-Rand,19.818,2023-05-31
2023-03-31,South Africa-Rand,17.76,2023-03-31
2022-12-31,South Africa-Rand,16.948,2022-12-31
2022-09-30,South Africa-Rand,17.988,2022-09-30
2022-06-30,South Africa-Rand,16.365,2022-06-30
2022-03-31,South Africa-Rand,16.122,2022-05-13
2022-03-31,South Africa-Rand,14.552,2022-03-31
2021-12-31,South Africa-Rand,15.882,2021-12-31
2021-09-30,South Africa-Rand,15.183,2021-09-30
2021-06-30,South Africa-Rand,14.313,2021-06-30
2021-03-31,South Africa-Rand,14.81,2021-03-31
2020-12-31,South Africa-Rand,14.673,2020-12-31
2020-09-30,South Africa-Rand,14.966,2020-09-30
2020-06-30,South Africa-Rand,17.352,2020-06-30
2020-03-31,South Africa-Rand,17.872,2020-03-31
2019-12-31,South Africa-Rand,15.574,2019-12-31
2019-09-30,SOUTH AFRICA-RAND,15.195,2019-09-30
2019-06-30,SOUTH AFRICA-RAND,14.168,2019-06-30
2019-03-31,SOUTH AFRICA-RAND,14.515,2019-03-31
2018-12-31,SOUTH AFRICA-RAND,14.35,2018-12-31
2018-09-30,SOUTH AFRICA-RAND,14.214,2018-09-30
2018-06-30,SOUTH AFRICA-RAND,13.748,2018-06-30
2018-03-31,SOUTH AFRICA-RAND,11.823,2018-03-31
2017-12-31,SOUTH AFRICA-RAND,12.316,2017-12-31
2017-09-30,SOUTH AFRICA-RAND,13.488,2017-09-30
2017-06-30,SOUTH AFRICA-RAND,13.05,2017-06-30
2017-03-31,SOUTH AFRICA-RAND,13.299,2017-03-31
2016-12-31,SOUTH AFRICA-RAND,13.707,2016-12-31
2016-09-30,SOUTH AFRICA-RAND,13.848,2016-09-30
2016-06-30,SOUTH AFRICA-RAND,14.851,2016-06-30
2016-03-31,SOUTH AFRICA-RAND,14.718,2016-03-31
2015-12-31,SOUTH AFRICA-RAND,15.556,2015-12-31
2015-09-30,SOUTH AFRICA-RAND,13.837,2015-09-30
2015-06-30,SOUTH AFRICA-RAND,12.246,2015-06-30
2015-03-31,SOUTH AFRICA-RAND,12.209,2015-03-31
2024-12-31,South Sudan-Sudanese Pound,4300.0,2025-01-31
2024-12-31,South Sudan-Sudanese Pound,3900.0,2024-12-31
2024-09-30,South Sudan-Sudanese Pound,3600.0,2024-11-29
2024-09-30,South Sudan-Sudanese Pound,3100.0,2024-09-30
2024-06-30,South Sudan-Sudanese Pound,2700.0,2024-08-15
2024-06-30,South Sudan-Sudanese Pound,1570.0,2024-06-30
2024-03-31,South Sudan-Sudanese Pound,1580.0,2024-03-31
2023-12-31,South Sudan-Sudanese Pound,1433.0,2024-02-29
2023-12-31,South Sudan-Sudanese Pound,1070.0,2023-12-31
2023-09-30,South Sudan-Sudanese Pound,1013.0,2023-09-30
2023-06-30,South Sudan-Sudanese Pound,988.0,2023-06-30
2023-03-31,South Sudan-Sudanese Pound,963.0,2023-05-31
2023-03-31,South Sudan-Sudanese Pound,847.0,2023-03-31
2022-12-31,South Sudan-Sudanese Pound,758.0,2023-02-15
2022-12-31,South Sudan-Sudanese Pound,669.0,2022-12-31
2019-09-30,SOUTH SUDANESE-POUND,159.82,2019-09-30
2019-06-30,SOUTH SUDANESE-POUND,158.66,2019-06-30
2019-03-31,SOUTH SUDANESE-POUND,155.92,2019-03-31
2018-12-31,SOUTH SUDANESE-POUND,153.7,2018-12-31
2018-09-30,SOUTH SUDANESE-POUND,148.9,2018-09-30
2018-06-30,SOUTH SUDANESE-POUND,140.0,2018-06-30
2018-03-31,SOUTH SUDANESE-POUND,133.0,2018-03-31
2017-12-31,SOUTH SUDANESE-POUND,126.0,2017-12-31
2017-09-30,SOUTH SUDANESE-POUND,118.0,2017-09-30
2017-06-30,SOUTH SUDANESE-POUND,130.0,2017-06-30
2017-03-31,SOUTH SUDANESE-POUND,110.0,2017-03-31
2016-12-31,SOUTH SUDANESE-POUND,80.0,2016-12-31
2016-09-30,SOUTH SUDANESE-POUND,73.5,2016-09-30
2016-06-30,SOUTH SUDANESE-POUND,47.0,2016-06-30
2016-03-31,SOUTH SUDANESE-POUND,37.5,2016-03-31
2015-12-31,SOUTH SUDANESE-POUND,18.55,2015-12-31
2015-09-30,SOUTH SUDANESE-POUND,3.0,2015-09-30
2015-06-30,SOUTH SUDANESE-POUND,3.0,2015-06-30
2015-03-31,SOUTH SUDANESE-POUND,3.0,2015-03-31
2024-12-31,Spain-Euro,0.961,2024-12-31
2022-03-31,Spain-Euro,0.901,2022-03-31
2021-12-31,Spain-Euro,0.882,2021-12-31
2021-09-30,Spain-Euro,0.864,2021-09-30
2020-09-30,Spain-Euro,0.854,2020-09-30
2020-06-30,Spain-Euro,0.893,2020-06-30
2020-03-31,Spain-Euro,0.914,2020-03-31
2019-12-31,Spain-Euro,0.89,2019-12-31
2019-09-30,SPAIN-EURO,0.917,2019-09-30
2019-06-30,SPAIN-EURO,0.879,2019-06-30
2019-03-31,SPAIN-EURO,0.89,2019-03-31
2018-12-31,SPAIN-EURO,0.872,2018-12-31
2018-09-30,SPAIN-EURO,0.863,2018-09-30
2018-06-30,SPAIN-EURO,0.858,2018-06-30
2018-03-31,SPAIN-EURO,0.811,2018-03-31
2017-12-31,SPAIN-EURO,0.833,2017-12-31
2017-09-30,SPAIN-EURO,0.847,2017-09-30
2017-06-30,SPAIN-EURO,0.877,2017-06-30
2017-03-31,SPAIN-EURO,0.936,2017-03-31
2016-12-31,SPAIN-EURO,0.949,2016-12-31
2016-09-30,SPAIN-EURO,0.896,2016-09-30
2016-06-30,SPAIN-EURO,0.9,2016-06-30
2016-03-31,SPAIN-EURO,0.878,2016-03-31
2015-12-31,SPAIN-EURO,0.919,2015-12-31
2015-09-30,SPAIN-EURO,0.892,2015-09-30
2015-06-30,SPAIN-EURO,0.895,2015-06-30
2015-03-31,SPAIN-EURO,0.93,2015-03-31
2024-12-31,Sri Lanka-Rupee,293.0,2024-12-31
2024-09-30,Sri Lanka-Rupee,296.0,2024-09-30
2024-06-30,Sri Lanka-Rupee,305.9,2024-06-30
2024-03-31,Sri Lanka-Rupee,300.3,2024-03-31
2023-12-31,Sri Lanka-Rupee,323.8,2023-12-31
2023-09-30,Sri Lanka-Rupee,323.75,2023-09-30
2023-06-30,Sri Lanka-Rupee,307.5,2023-06-30
2023-03-31,Sri Lanka-Rupee,290.0,2023-05-31
2023-03-31,Sri Lanka-Rupee,324.0,2023-03-31
2022-12-31,Sri Lanka-Rupee,363.0,2022-12-31
2022-09-30,Sri Lanka-Rupee,362.0,2022-09-30
2022-06-30,Sri Lanka-Rupee,356.0,2022-06-30
2022-03-31,Sri Lanka-Rupee,350.0,2022-04-29
2022-03-31,Sri Lanka-Rupee,289.0,2022-03-31
2021-12-31,Sri Lanka-Rupee,270.0,2022-03-15
2021-12-31,Sri Lanka-Rupee,202.75,2021-12-31
2021-09-30,Sri Lanka-Rupee,199.0,2021-09-30
2021-06-30,Sri Lanka-Rupee,199.0,2021-06-30
2021-03-31,Sri Lanka-Rupee,198.5,2021-03-31
2020-12-31,Sri Lanka-Rupee,185.0,2020-12-31
2020-09-30,Sri Lanka-Rupee,184.9,2020-09-30
2020-06-30,Sri Lanka-Rupee,186.15,2020-06-30
2020-03-31,Sri Lanka-Rupee,189.0,2020-03-31
2019-12-31,Sri Lanka-Rupee,181.3,2019-12-31
2019-09-30,SRI LANKA-RUPEE,182.0,2019-09-30
2019-06-30,SRI LANKA-RUPEE,176.4,2019-06-30
2019-03-31,SRI LANKA-RUPEE,175.35,2019-03-31
2018-12-31,SRI LANKA-RUPEE,182.6,2018-12-31
2018-09-30,SRI LANKA-RUPEE,169.0,2018-09-30
2018-06-30,SRI LANKA-RUPEE,158.2,2018-06-30
2018-03-31,SRI LANKA-RUPEE,155.6,2018-03-31
2017-12-31,SRI LANKA-RUPEE,153.4,2017-12-31
2017-09-30,SRI LANKA-RUPEE,153.05,2017-09-30
2017-06-30,SRI LANKA-RUPEE,153.45,2017-06-30
2017-03-31,SRI LANKA-RUPEE,151.75,2017-03-31
2016-12-31,SRI LANKA-RUPEE,149.6,2016-12-31
2016-09-30,SRI LANKA-RUPEE,146.2,2016-09-30
2016-06-30,SRI LANKA-RUPEE,145.2,2016-06-30
2016-03-31,SRI LANKA-RUPEE,145.25,2016-03-31
2015-12-31,SRI LANKA-RUPEE,144.15,2015-12-31
2015-09-30,SRI LANKA-RUPEE,141.25,2015-09-30
2015-06-30,SRI LANKA-RUPEE,133.7,2015-06-30
2015-03-31,SRI LANKA-RUPEE,132.95,2015-03-31
2019-09-30,ST LUCIA-EC DOLLAR,2.7,2019-09-30
2019-06-30,ST LUCIA-EC DOLLAR,2.7,2019-06-30
2019-03-31,ST LUCIA-EC DOLLAR,2.7,2019-03-31
2018-12-31,ST LUCIA-EC DOLLAR,2.7,2018-12-31
2018-09-30,ST LUCIA-EC DOLLAR,2.7,2018-09-30
2018-06-30,ST LUCIA-EC DOLLAR,2.7,2018-06-30
2018-03-31,ST LUCIA-EC DOLLAR,2.7,2018-03-31
2017-12-31,ST LUCIA-EC DOLLAR,2.7,2017-12-31
2017-09-30,ST LUCIA-EC DOLLAR,2.7,2017-09-30
2017-06-30,ST LUCIA-EC DOLLAR,2.7,2017-06-30
2017-03-31,ST LUCIA-EC DOLLAR,2.7,2017-03-31
2016-12-31,ST LUCIA-EC DOLLAR,2.7,2016-12-31
2016-09-30,ST LUCIA-EC DOLLAR,2.7,2016-09-30
2016-06-30,ST LUCIA-EC DOLLAR,2.7,2016-06-30
2016-03-31,ST LUCIA-EC DOLLAR,2.7,2016-03-31
2015-12-31,ST LUCIA-EC DOLLAR,2.7,2015-12-31
2015-09-30,ST LUCIA-EC DOLLAR,2.7,2015-09-30
2015-06-30,ST LUCIA-EC DOLLAR,2.7,2015-06-30
2015-03-31,ST LUCIA-EC DOLLAR,2.7,2015-03-31
2024-12-31,St. Lucia-E. Caribbean Dollar,2.7,2024-12-31
2024-09-30,St. Lucia-E. Caribbean Dollar,2.7,2024-09-30
2024-06-30,St. Lucia-E. Caribbean Dollar,2.7,2024-06-30
2024-03-31,St. Lucia-E. Caribbean Dollar,2.7,2024-03-31
2023-12-31,St. Lucia-E. Caribbean Dollar,2.7,2023-12-31
2023-09-30,St. Lucia-E. Caribbean Dollar,2.7,2023-09-30
2023-06-30,St. Lucia-E. Caribbean Dollar,2.7,2023-06-30
2023-03-31,St. Lucia-E. Caribbean Dollar,2.7,2023-03-31
2022-12-31,St. Lucia-E. Caribbean Dollar,2.7,2022-12-31
2022-09-30,St. Lucia-E. Caribbean Dollar,2.7,2022-09-30
2022-06-30,St. Lucia-E. Caribbean Dollar,2.7,2022-06-30
2022-03-31,St. Lucia-E. Caribbean Dollar,2.7,2022-03-31
2021-12-31,St. Lucia-E. Caribbean Dollar,2.7,2021-12-31
2021-09-30,St. Lucia-E. Caribbean Dollar,2.7,2021-09-30
2021-06-30,St. Lucia-E. Caribbean Dollar,2.7,2021-06-30
2021-03-31,St. Lucia-E. Caribbean Dollar,2.7,2021-03-31
2020-12-31,St. Lucia-E. Caribbean Dollar,2.7,2020-12-31
2020-09-30,St. Lucia-E. Caribbean Dollar,2.7,2020-09-30
2020-06-30,St. Lucia-E. Caribbean Dollar,2.7,2020-06-30
2020-03-31,St. Lucia-E. Caribbean Dollar,2.7,2020-03-31
2019-12-31,St. Lucia-E. Caribbean Dollar,2.7,2019-12-31
2024-12-31,Sudan-Pound,1987.0,2024-12-31
2024-09-30,Sudan-Pound,1980.0,2024-09-30
2024-06-30,Sudan-Pound,1980.0,2024-09-16
2024-06-30,Sudan-Pound,1799.0,2024-06-30
2024-03-31,Sudan-Pound,1250.0,2024-05-15
2024-03-31,Sudan-Pound,1120.0,2024-03-31
2023-12-31,Sudan-Pound,980.0,2024-01-31
2023-12-31,Sudan-Pound,830.0,2023-12-31
2023-09-30,Sudan-Pound,725.0,2023-10-31
2023-09-30,Sudan-Pound,635.0,2023-09-30
2023-06-30,Sudan-Pound,570.0,2023-06-30
2023-03-31,Sudan-Pound,594.0,2023-03-31
2022-12-31,Sudan-Pound,576.0,2022-12-31
2022-09-30,Sudan-Pound,574.0,2022-09-30
2022-06-30,Sudan-Pound,567.0,2022-06-30
2022-03-31,Sudan-Pound,576.0,2022-03-31
2021-12-31,Sudan-Pound,590.0,2022-03-15
2021-12-31,Sudan-Pound,449.0,2021-12-31
2021-09-30,Sudan-Pound,448.0,2021-09-30
2021-06-30,Sudan-Pound,445.0,2021-06-30
2021-03-31,Sudan-Pound,429.0,2021-06-15
2021-03-31,Sudan-Pound,380.0,2021-03-31
2020-12-31,Sudan-Pound,378.0,2020-12-31
2020-09-30,Sudan-Pound,55.0,2020-09-30
2020-06-30,Sudan-Pound,55.0,2020-06-30
2020-03-31,Sudan-Pound,55.0,2020-03-31
2019-12-31,Sudan-Pound,51.5,2019-12-31
2019-09-30,SUDAN-SUDANESE POUND,45.0,2019-09-30
2019-06-30,SUDAN-SUDANESE POUND,45.0,2019-06-30
2019-03-31,SUDAN-SUDANESE POUND,47.0,2019-03-31
2018-12-31,SUDAN-SUDANESE POUND,47.0,2018-12-31
2018-09-30,SUDAN-SUDANESE POUND,29.0,2018-09-30
2018-06-30,SUDAN-SUDANESE POUND,29.0,2018-06-30
2018-03-31,SUDAN-SUDANESE POUND,29.0,2018-03-31
2017-12-31,SUDAN-SUDANESE POUND,9.0,2017-12-31
2017-09-30,SUDAN-SUDANESE POUND,8.0,2017-09-30
2017-06-30,SUDAN-SUDANESE POUND,7.3,2017-06-30
2017-03-31,SUDAN-SUDANESE POUND,6.9,2017-03-31
2016-12-31,SUDAN-SUDANESE POUND,7.1,2016-12-31
2016-09-30,SUDAN-SUDANESE POUND,6.7,2016-09-30
2016-06-30,SUDAN-SUDANESE POUND,6.6,2016-06-30
2016-03-31,SUDAN-SUDANESE POUND,6.6,2016-03-31
2015-12-31,SUDAN-SUDANESE POUND,6.6,2015-12-31
2015-09-30,SUDAN-SUDANESE POUND,6.6,2015-09-30
2015-06-30,SUDAN-SUDANESE POUND,6.4,2015-06-30
2015-03-31,SUDAN-SUDANESE POUND,6.4,2015-03-31
2024-12-31,Suriname-Dollar,35.192,2024-12-31
2024-09-30,Suriname-Dollar,34.03,2024-10-31
2024-09-30,Suriname-Dollar,30.515,2024-09-30
2024-06-30,Suriname-Dollar,31.06,2024-06-30
2024-03-31,Suriname-Dollar,35.059,2024-03-31
2023-12-31,Suriname-Dollar,36.723,2023-12-31
2023-09-30,Suriname-Dollar,38.022,2023-09-30
2023-06-30,Suriname-Dollar,37.493,2023-06-30
2023-03-31,Suriname-Dollar,35.858,2023-03-31
2022-12-31,Suriname-Dollar,31.714,2022-12-31
2022-09-30,Suriname-Dollar,30.95,2022-11-30
2022-09-30,Suriname-Dollar,28.007,2022-09-30
2022-06-30,Suriname-Dollar,24.751,2022-08-31
2022-06-30,Suriname-Dollar,22.107,2022-06-30
2022-03-31,Suriname-Dollar,20.576,2022-03-31
2021-12-31,Suriname-Dollar,19.531,2021-12-31
2021-09-30,Suriname-Dollar,21.289,2021-09-30
2021-06-30,Suriname-Dollar,20.702,2021-06-30
2021-03-31,Suriname-Dollar,20.957,2021-06-15
2021-03-31,Suriname-Dollar,14.29,2021-03-31
2020-12-31,Suriname-Dollar,14.29,2020-12-31
2020-09-30,Suriname-Dollar,14.29,2020-09-30
2020-06-30,Suriname-Dollar,7.52,2020-06-30
2020-03-31,Suriname-Dollar,7.52,2020-03-31
2019-12-31,Suriname-Dollar,7.52,2019-12-31
2019-09-30,SURINAME-GUILDER,7.52,2019-09-30
2019-06-30,SURINAME-GUILDER,7.52,2019-06-30
2019-03-31,SURINAME-GUILDER,7.52,2019-03-31
2018-12-31,SURINAME-GUILDER,7.52,2018-12-31
2018-09-30,SURINAME-GUILDER,7.52,2018-09-30
2018-06-30,SURINAME-GUILDER,7.53,2018-06-30
2018-03-31,SURINAME-GUILDER,7.53,2018-03-31
2017-12-31,SURINAME-GUILDER,7.52,2017-12-31
2017-09-30,SURINAME-GUILDER,7.5,2017-09-30
2017-06-30,SURINAME-GUILDER,7.56,2017-06-30
2017-03-31,SURINAME-GUILDER,7.613,2017-03-31
2016-12-31,SURINAME-GUILDER,7.485,2016-12-31
2016-09-30,SURINAME-GUILDER,7.731,2016-09-30
2016-06-30,SURINAME-GUILDER,7.141,2016-06-30
2016-03-31,SURINAME-GUILDER,5.15,2016-03-31
2015-12-31,SURINAME-GUILDER,4.0,2015-12-31
2015-09-30,SURINAME-GUILDER,3.35,2015-09-30
2015-06-30,SURINAME-GUILDER,3.35,2015-06-30
2015-03-31,SURINAME-GUILDER,3.35,2015-03-31
2022-09-30,Swaziland-Langeni,17.988,2022-09-30
2022-06-30,Swaziland-Langeni,16.365,2022-06-30
2022-03-31,Swaziland-Langeni,16.122,2022-05-13
2022-03-31,Swaziland-Langeni,14.552,2022-03-31
2021-12-31,Swaziland-Langeni,15.882,2021-12-31
2021-09-30,Swaziland-Langeni,15.183,2021-09-30
2021-06-30,Swaziland-Langeni,14.313,2021-06-30
2021-03-31,Swaziland-Langeni,14.81,2021-03-31
2020-12-31,Swaziland-Langeni,14.673,2020-12-31
2020-09-30,Swaziland-Langeni,14.966,2020-09-30
2020-06-30,Swaziland-Langeni,17.352,2020-06-30
2020-03-31,Swaziland-Langeni,17.872,2020-03-31
2019-12-31,Swaziland-Langeni,15.574,2019-12-31
2019-09-30,SWAZILAND-LILANGENI,15.195,2019-09-30
2019-06-30,SWAZILAND-LILANGENI,14.168,2019-06-30
2019-03-31,SWAZILAND-LILANGENI,14.35,2019-03-31
2018-12-31,SWAZILAND-LILANGENI,14.35,2018-12-31
2018-09-30,SWAZILAND-LILANGENI,14.214,2018-09-30
2018-06-30,SWAZILAND-LILANGENI,13.748,2018-06-30
2018-03-31,SWAZILAND-LILANGENI,11.823,2018-03-31
2017-12-31,SWAZILAND-LILANGENI,12.316,2017-12-31
2017-09-30,SWAZILAND-LILANGENI,13.488,2017-09-30
2017-06-30,SWAZILAND-LILANGENI,13.05,2017-06-30
2017-03-31,SWAZILAND-LILANGENI,13.299,2017-03-31
2016-12-31,SWAZILAND-LILANGENI,13.707,2016-12-31
2016-09-30,SWAZILAND-LILANGENI,13.848,2016-09-30
2016-06-30,SWAZILAND-LILANGENI,14.851,2016-06-30
2016-03-31,SWAZILAND-LILANGENI,14.718,2016-03-31
2015-12-31,SWAZILAND-LILANGENI,15.556,2015-12-31
2015-09-30,SWAZILAND-LILANGENI,13.837,2015-09-30
2015-06-30,SWAZILAND-LILANGENI,12.246,2015-06-30
2015-03-31,SWAZILAND-LILANGENI,12.209,2015-03-31
2024-12-31,Sweden-Krona,11.006,2024-12-31
2024-09-30,Sweden-Krona,10.093,2024-09-30
2024-06-30,Sweden-Krona,10.628,2024-06-30
2024-03-31,Sweden-Krona,10.697,2024-03-31
2023-12-31,Sweden-Krona,10.031,2023-12-31
2023-09-30,Sweden-Krona,10.881,2023-09-30
2023-06-30,Sweden-Krona,10.863,2023-06-30
2023-03-31,Sweden-Krona,10.368,2023-03-31
2022-12-31,Sweden-Krona,10.386,2022-12-31
2022-09-30,Sweden-Krona,11.177,2022-09-30
2022-06-30,Sweden-Krona,10.317,2022-06-30
2022-03-31,Sweden-Krona,9.313,2022-03-31
2021-12-31,Sweden-Krona,9.025,2021-12-31
2021-09-30,Sweden-Krona,8.786,2021-09-30
2021-06-30,Sweden-Krona,8.514,2021-06-30
2021-03-31,Sweden-Krona,8.717,2021-03-31
2020-12-31,Sweden-Krona,8.172,2020-12-31
2020-09-30,Sweden-Krona,9.026,2020-09-30
2020-06-30,Sweden-Krona,9.372,2020-06-30
2020-03-31,Sweden-Krona,10.118,2020-03-31
2019-12-31,Sweden-Krona,9.301,2019-12-31
2019-09-30,SWEDEN-KRONA,9.818,2019-09-30
2019-06-30,SWEDEN-KRONA,9.284,2019-06-30
2019-03-31,SWEDEN-KRONA,9.258,2019-03-31
2018-12-31,SWEDEN-KRONA,8.938,2018-12-31
2018-09-30,SWEDEN-KRONA,8.892,2018-09-30
2018-06-30,SWEDEN-KRONA,8.957,2018-06-30
2018-03-31,SWEDEN-KRONA,8.332,2018-03-31
2017-12-31,SWEDEN-KRONA,8.193,2017-12-31
2017-09-30,SWEDEN-KRONA,8.171,2017-09-30
2017-06-30,SWEDEN-KRONA,8.455,2017-06-30
2017-03-31,SWEDEN-KRONA,8.916,2017-03-31
2016-12-31,SWEDEN-KRONA,9.063,2016-12-31
2016-09-30,SWEDEN-KRONA,8.618,2016-09-30
2016-06-30,SWEDEN-KRONA,8.489,2016-06-30
2016-03-31,SWEDEN-KRONA,8.098,2016-03-31
2015-12-31,SWEDEN-KRONA,8.443,2015-12-31
2015-09-30,SWEDEN-KRONA,8.388,2015-09-30
2015-06-30,SWEDEN-KRONA,8.243,2015-06-30
2015-03-31,SWEDEN-KRONA,8.641,2015-03-31
2024-12-31,Switzerland-Franc,0.905,2024-12-31
2024-09-30,Switzerland-Franc,0.843,2024-09-30
2024-06-30,Switzerland-Franc,0.9,2024-06-30
2024-03-31,Switzerland-Franc,0.902,2024-03-31
2023-12-31,Switzerland-Franc,0.838,2023-12-31
2023-09-30,Switzerland-Franc,0.913,2023-09-30
2023-06-30,Switzerland-Franc,0.901,2023-06-30
2023-03-31,Switzerland-Franc,0.917,2023-03-31
2022-12-31,Switzerland-Franc,0.923,2022-12-31
2022-09-30,Switzerland-Franc,0.981,2022-09-30
2022-06-30,Switzerland-Franc,0.957,2022-06-30
2022-03-31,Switzerland-Franc,0.925,2022-03-31
2021-12-31,Switzerland-Franc,0.914,2021-12-31
2021-09-30,Switzerland-Franc,0.936,2021-09-30
2021-06-30,Switzerland-Franc,0.924,2021-06-30
2021-03-31,Switzerland-Franc,0.944,2021-03-31
2020-12-31,Switzerland-Franc,0.881,2020-12-31
2020-09-30,Switzerland-Franc,0.923,2020-09-30
2020-06-30,Switzerland-Franc,0.951,2020-06-30
2020-03-31,Switzerland-Franc,0.967,2020-03-31
2019-12-31,Switzerland-Franc,0.966,2019-12-31
2019-09-30,SWITZERLAND-FRANC,0.997,2019-09-30
2019-06-30,SWITZERLAND-FRANC,0.976,2019-06-30
2019-03-31,SWITZERLAND-FRANC,0.996,2019-03-31
2018-12-31,SWITZERLAND-FRANC,0.984,2018-12-31
2018-09-30,SWITZERLAND-FRANC,0.977,2018-09-30
2018-06-30,SWITZERLAND-FRANC,0.992,2018-06-30
2018-03-31,SWITZERLAND-FRANC,0.953,2018-03-31
2017-12-31,SWITZERLAND-FRANC,0.975,2017-12-31
2017-09-30,SWITZERLAND-FRANC,0.97,2017-09-30
2017-06-30,SWITZERLAND-FRANC,0.958,2017-06-30
2017-03-31,SWITZERLAND-FRANC,1.0,2017-03-31
2016-12-31,SWITZERLAND-FRANC,1.019,2016-12-31
2016-09-30,SWITZERLAND-FRANC,0.975,2016-09-30
2016-06-30,SWITZERLAND-FRANC,0.978,2016-06-30
2016-03-31,SWITZERLAND-FRANC,0.96,2016-03-31
2015-12-31,SWITZERLAND-FRANC,0.994,2015-12-31
2015-09-30,SWITZERLAND-FRANC,0.974,2015-09-30
2015-06-30,SWITZERLAND-FRANC,0.93,2015-06-30
2015-03-31,SWITZERLAND-FRANC,0.972,2015-03-31
2024-12-31,Syria-Pound,12625.0,2024-12-31
2024-09-30,Syria-Pound,12625.0,2024-09-30
2024-06-30,Syria-Pound,12625.0,2024-06-30
2024-03-31,Syria-Pound,12500.0,2024-03-31
2023-12-31,Syria-Pound,8585.0,2023-12-31
2023-09-30,Syria-Pound,8585.0,2023-09-30
2023-06-30,Syria-Pound,8585.0,2023-08-15
2023-06-30,Syria-Pound,6500.0,2023-06-30
2023-03-31,Syria-Pound,6500.0,2023-04-28
2023-03-31,Syria-Pound,4500.0,2023-03-31
2022-12-31,Syria-Pound,4500.0,2023-02-15
2022-12-31,Syria-Pound,2510.0,2022-12-31
2022-09-30,Syria-Pound,2511.0,2022-09-30
2022-06-30,Syria-Pound,2511.0,2022-06-30
2022-03-31,Syria-Pound,2511.0,2022-03-31
2021-12-31,Syria-Pound,2511.0,2021-12-31
2021-09-30,Syria-Pound,2511.0,2021-09-30
2021-06-30,Syria-Pound,2510.0,2021-06-30
2021-03-31,Syria-Pound,2510.0,2021-04-30
2021-03-31,Syria-Pound,1256.0,2021-03-31
2020-12-31,Syria-Pound,1256.0,2020-12-31
2020-09-30,Syria-Pound,1256.0,2020-09-30
2020-06-30,Syria-Pound,1256.0,2020-06-30
2020-03-31,Syria-Pound,513.0,2020-03-31
