Record Date,Country - Currency Description,Exchange Rate,Effective Date
2015-06-30,EGYPT-POUND,7.63,2015-06-30
2015-03-31,EGYPT-POUND,7.63,2015-03-31
2024-12-31,El Salvador-Dollar,1.0,2024-12-31
2024-09-30,El Salvador-Dollar,1.0,2024-09-30
2024-06-30,El Salvador-Dollar,1.0,2024-06-30
2024-03-31,El Salvador-Dollar,1.0,2024-03-31
2023-12-31,El Salvador-Dollar,1.0,2023-12-31
2023-09-30,El Salvador-Dollar,1.0,2023-09-30
2023-06-30,El Salvador-Dollar,1.0,2023-06-30
2023-03-31,El Salvador-Dollar,1.0,2023-03-31
2022-12-31,El Salvador-Dollar,1.0,2022-12-31
2022-09-30,El Salvador-Dollar,1.0,2022-09-30
2022-06-30,El Salvador-Dollar,1.0,2022-06-30
2022-03-31,El Salvador-Dollar,1.0,2022-03-31
2021-12-31,El Salvador-Dollar,1.0,2021-12-31
2021-09-30,El Salvador-Dollar,1.0,2021-09-30
2021-06-30,El Salvador-Dollar,1.0,2021-06-30
2021-03-31,El Salvador-Dollar,1.0,2021-03-31
2020-12-31,El Salvador-Dollar,1.0,2020-12-31
2020-09-30,El Salvador-Dollar,1.0,2020-09-30
2020-06-30,El Salvador-Dollar,1.0,2020-06-30
2020-03-31,El Salvador-Dollar,1.0,2020-03-31
2019-12-31,El Salvador-Dollar,1.0,2019-12-31
2019-09-30,EL SALVADOR-DOLARES,1.0,2019-09-30
2019-06-30,EL SALVADOR-DOLARES,1.0,2019-06-30
2019-03-31,EL SALVADOR-DOLARES,1.0,2019-03-31
2018-12-31,EL SALVADOR-DOLARES,1.0,2018-12-31
2018-09-30,EL SALVADOR-DOLARES,1.0,2018-09-30
2018-06-30,EL SALVADOR-DOLARES,1.0,2018-06-30
2018-03-31,EL SALVADOR-DOLARES,1.0,2018-03-31
2017-12-31,EL SALVADOR-DOLARES,1.0,2017-12-31
2017-09-30,EL SALVADOR-DOLARES,1.0,2017-09-30
2017-06-30,EL SALVADOR-DOLARES,1.0,2017-06-30
2017-03-31,EL SALVADOR-DOLARES,1.0,2017-03-31
2016-12-31,EL SALVADOR-DOLARES,1.0,2016-12-31
2016-09-30,EL SALVADOR-DOLARES,1.0,2016-09-30
2016-06-30,EL SALVADOR-DOLARES,1.0,2016-06-30
2016-03-31,EL SALVADOR-DOLARES,1.0,2016-03-31
2015-12-31,EL SALVADOR-DOLARES,1.0,2015-12-31
2015-09-30,EL SALVADOR-DOLARES,1.0,2015-09-30
2015-06-30,EL SALVADOR-DOLARES,1.0,2015-06-30
2015-03-31,EL SALVADOR-DOLARES,1.0,2015-03-31
2024-12-31,Equatorial Guinea-CFA Franc,630.55,2024-12-31
2024-09-30,Equatorial Guinea-CFA Franc,585.68,2024-09-30
2024-06-30,Equatorial Guinea-CFA Franc,612.7,2024-06-30
2024-03-31,Equatorial Guinea-CFA Franc,608.04,2024-03-31
2023-12-31,Equatorial Guinea-CFA Franc,593.41,2023-12-31
2023-09-30,Equatorial Guinea-CFA Franc,618.94,2023-09-30
2023-06-30,Equatorial Guinea-CFA Franc,603.57,2023-06-30
2023-03-31,Equatorial Guinea-CFA Franc,603.18,2023-03-31
2022-12-31,Equatorial Guinea-CFA Franc,613.79,2022-12-31
2022-09-30,Equatorial Guinea-CFA Franc,672.91,2022-09-30
2022-06-30,Equatorial Guinea-CFA Franc,630.97,2022-06-30
2022-03-31,Equatorial Guinea-CFA Franc,590.79,2022-03-31
2021-12-31,Equatorial Guinea-CFA Franc,578.24,2021-12-31
2021-09-30,Equatorial Guinea-CFA Franc,566.7,2021-09-30
2021-06-30,Equatorial Guinea-CFA Franc,546.49,2021-06-30
2021-03-31,Equatorial Guinea-CFA Franc,553.48,2021-03-31
2020-12-31,Equatorial Guinea-CFA Franc,529.26,2020-12-31
2020-09-30,Equatorial Guinea-CFA Franc,554.61,2020-09-30
2020-06-30,Equatorial Guinea-CFA Franc,580.08,2020-06-30
2020-03-31,Equatorial Guinea-CFA Franc,593.33,2020-03-31
2019-12-31,Equatorial Guinea-CFA Franc,578.12,2019-12-31
2019-09-30,EQUATORIAL GUINEA-CFA FRANC,618.63,2019-09-30
2019-06-30,EQUATORIAL GUINEA-CFA FRANC,576.1,2019-06-30
2019-03-31,EQUATORIAL GUINEA-CFA FRANC,616.79,2019-03-31
2018-12-31,EQUATORIAL GUINEA-CFA FRANC,603.87,2018-12-31
2018-09-30,EQUATORIAL GUINEA-CFA FRANC,594.78,2018-09-30
2018-06-30,EQUATORIAL GUINEA-CFA FRANC,579.5,2018-06-30
2018-03-31,EQUATORIAL GUINEA-CFA FRANC,551.68,2018-03-31
2017-12-31,EQUATORIAL GUINEA-CFA FRANC,567.79,2017-12-31
2017-09-30,EQUATORIAL GUINEA-CFA FRANC,574.21,2017-09-30
2017-06-30,EQUATORIAL GUINEA-CFA FRANC,579.99,2017-06-30
2017-03-31,EQUATORIAL GUINEA-CFA FRANC,617.41,2017-03-31
2016-12-31,EQUATORIAL GUINEA-CFA FRANC,621.73,2016-12-31
2016-09-30,EQUATORIAL GUINEA-CFA FRANC,593.95,2016-09-30
2016-06-30,EQUATORIAL GUINEA-CFA FRANC,590.69,2016-06-30
2016-03-31,EQUATORIAL GUINEA-CFA FRANC,575.75,2016-03-31
2015-12-31,EQUATORIAL GUINEA-CFA FRANC,602.68,2015-12-31
2015-09-30,EQUATORIAL GUINEA-CFA FRANC,585.1,2015-09-30
2015-06-30,EQUATORIAL GUINEA-CFA FRANC,586.83,2015-06-30
2015-03-31,EQUATORIAL GUINEA-CFA FRANC,606.41,2015-03-31
2024-12-31,Eritrea-Nakfa,15.0,2024-12-31
2024-12-31,Eritrea-Nakfa Salary Payment,15.0,2024-12-31
2024-09-30,Eritrea-Nakfa,15.0,2024-09-30
2024-06-30,Eritrea-Nakfa,15.0,2024-06-30
2024-03-31,Eritrea-Nakfa,15.0,2024-03-31
2023-12-31,Eritrea-Nakfa,15.0,2023-12-31
2023-09-30,Eritrea-Nakfa,15.0,2023-09-30
2023-06-30,Eritrea-Nakfa,15.0,2023-06-30
2023-03-31,Eritrea-Nakfa,15.0,2023-03-31
2022-12-31,Eritrea-Nakfa,15.0,2022-12-31
2022-09-30,Eritrea-Nakfa,15.0,2022-09-30
2022-06-30,Eritrea-Nakfa,15.0,2022-06-30
2021-12-31,Eritrea-Nakfa,15.0,2021-12-31
2021-12-31,Eritrea-Nakfa Salary Payment,15.0,2021-12-31
2021-09-30,Eritrea-Nakfa,15.0,2021-09-30
2021-09-30,Eritrea-Nakfa Salary Payment,15.0,2021-09-30
2021-06-30,Eritrea-Nakfa,15.0,2021-06-30
2021-03-31,Eritrea-Nakfa,15.0,2021-03-31
2020-12-31,Eritrea-Nakfa,15.0,2020-12-31
2020-09-30,Eritrea-Nakfa Salary Payment,15.0,2020-09-30
2020-09-30,Eritrea-Nakfa,15.0,2020-09-30
2020-06-30,Eritrea-Nakfa,15.0,2020-06-30
2020-06-30,Eritrea-Nakfa Salary Payment,15.0,2020-06-30
2020-03-31,Eritrea-Nakfa,15.0,2020-03-31
2020-03-31,Eritrea-Nakfa Salary Payment,15.0,2020-03-31
2019-12-31,Eritrea-Nakfa,15.0,2019-12-31
2019-12-31,Eritrea-Nakfa Salary Payment,15.0,2019-12-31
2019-09-30,ERITREA-NAKFA,15.0,2019-09-30
2019-06-30,ERITREA-NAKFA,15.0,2019-06-30
2019-03-31,ERITREA-NAKFA,15.0,2019-03-31
2018-12-31,ERITREA-NAKFA,15.0,2018-12-31
2018-09-30,ERITREA-NAKFA,15.0,2018-09-30
2018-06-30,ERITREA-NAKFA,15.0,2018-06-30
2018-03-31,ERITREA-NAKFA,15.0,2018-03-31
2017-12-31,ERITREA-NAKFA,15.0,2017-12-31
2017-09-30,ERITREA-NAKFA,15.0,2017-09-30
2017-06-30,ERITREA-NAKFA,15.0,2017-06-30
2017-03-31,ERITREA-NAKFA,15.0,2017-03-31
2016-12-31,ERITREA-NAKFA,15.0,2016-12-31
2016-09-30,ERITREA-NAKFA,15.0,2016-09-30
2016-06-30,ERITREA-NAKFA,15.0,2016-06-30
2016-03-31,ERITREA-NAKFA,15.0,2016-03-31
2015-12-31,ERITREA-NAKFA,15.0,2015-12-31
2015-09-30,ERITREA-NAKFA,15.0,2015-09-30
2015-06-30,ERITREA-NAKFA,15.0,2015-06-30
2015-03-31,ERITREA-NAKFA,15.0,2015-03-31
2024-12-31,Estonia-Euro,0.961,2024-12-31
2021-12-31,Estonia-Euro,0.882,2021-12-31
2021-09-30,Estonia-Euro,0.864,2021-09-30
2020-09-30,Estonia-Euro,0.854,2020-09-30
2020-06-30,Estonia-Euro,0.893,2020-06-30
2020-03-31,Estonia-Euro,0.914,2020-03-31
2019-12-31,Estonia-Euro,0.89,2019-12-31
2019-09-30,ESTONIA-EURO,0.917,2019-09-30
2019-06-30,ESTONIA-EURO,0.879,2019-06-30
2019-03-31,ESTONIA-EURO,0.89,2019-03-31
2018-12-31,ESTONIA-EURO,0.872,2018-12-31
2018-09-30,ESTONIA-EURO,0.863,2018-09-30
2018-06-30,ESTONIA-EURO,0.858,2018-06-30
2018-03-31,ESTONIA-EURO,0.811,2018-03-31
2017-12-31,ESTONIA-EURO,0.833,2017-12-31
2017-09-30,ESTONIA-EURO,0.847,2017-09-30
2017-06-30,ESTONIA-EURO,0.877,2017-06-30
2017-03-31,ESTONIA-EURO,0.936,2017-03-31
2016-12-31,ESTONIA-EURO,0.949,2016-12-31
2016-09-30,ESTONIA-EURO,0.896,2016-09-30
2016-06-30,ESTONIA-EURO,0.9,2016-06-30
2016-03-31,ESTONIA-EURO,0.878,2016-03-31
2015-12-31,ESTONIA-EURO,0.919,2015-12-31
2015-09-30,ESTONIA-EURO,0.892,2015-09-30
2015-06-30,ESTONIA-EURO,0.895,2015-06-30
2015-03-31,ESTONIA-EURO,0.93,2015-03-31
2024-12-31,Eswatini-Lilangeni,18.85,2024-12-31
2024-09-30,Eswatini-Lilangeni,17.16,2024-09-30
2024-06-30,Eswatini-Lilangeni,18.194,2024-06-30
2024-03-31,Eswatini-Lilangeni,18.89,2024-03-31
2023-12-31,Eswatini-Lilangeni,18.427,2023-12-31
2023-09-30,Eswatini-Lilangeni,18.864,2023-09-30
2023-06-30,Eswatini-Lilangeni,18.936,2023-06-30
2023-03-31,Eswatini-Lilangeni,19.818,2023-05-31
2023-03-31,Eswatini-Lilangeni,17.6,2023-03-31
2022-12-31,Eswatini-Lilangeni,16.948,2022-12-31
2024-12-31,Ethiopia-Birr,125.383,2024-12-31
2024-09-30,Ethiopia-Birr,120.0,2024-09-30
2024-06-30,Ethiopia-Birr,82.246,2024-07-31
2024-06-30,Ethiopia-Birr,57.327,2024-06-30
2024-03-31,Ethiopia-Birr,56.624,2024-03-31
2023-12-31,Ethiopia-Birr,55.997,2023-12-31
2023-09-30,Ethiopia-Birr,55.222,2023-09-30
2023-06-30,Ethiopia-Birr,54.594,2023-06-30
2023-03-31,Ethiopia-Birr,53.903,2023-03-31
2022-12-31,Ethiopia-Birr,53.339,2022-12-31
2022-09-30,Ethiopia-Birr,52.548,2022-09-30
2022-06-30,Ethiopia-Birr,51.994,2022-06-30
2022-03-31,Ethiopia-Birr,50.987,2022-03-31
2021-12-31,Ethiopia-Birr,49.132,2021-12-31
2021-09-30,Ethiopia-Birr,46.101,2021-09-30
2021-06-30,Ethiopia-Birr,43.691,2021-06-30
2021-03-31,Ethiopia-Birr,41.317,2021-03-31
2020-12-31,Ethiopia-Birr,39.181,2020-12-31
2020-09-30,Ethiopia-Birr,36.722,2020-09-30
2020-06-30,Ethiopia-Birr,34.98,2020-06-30
2020-03-31,Ethiopia-Birr,32.78,2020-03-31
2019-12-31,Ethiopia-Birr,31.8,2019-12-31
2019-09-30,ETHIOPIA-BIRR,29.28,2019-09-30
2019-06-30,ETHIOPIA-BIRR,28.9,2019-06-30
2019-03-31,ETHIOPIA-BIRR,28.49,2019-03-31
2018-12-31,ETHIOPIA-BIRR,28.04,2018-12-31
2018-09-30,ETHIOPIA-BIRR,27.59,2018-09-30
2018-06-30,ETHIOPIA-BIRR,27.26,2018-06-30
2018-03-31,ETHIOPIA-BIRR,27.24,2018-03-31
2017-12-31,ETHIOPIA-BIRR,27.2,2017-12-31
2017-09-30,ETHIOPIA-BIRR,23.39,2017-09-30
2017-06-30,ETHIOPIA-BIRR,23.1,2017-06-30
2017-03-31,ETHIOPIA-BIRR,22.75,2017-03-31
2016-12-31,ETHIOPIA-BIRR,22.4,2016-12-31
2016-09-30,ETHIOPIA-BIRR,22.05,2016-09-30
2016-06-30,ETHIOPIA-BIRR,21.78,2016-06-30
2016-03-31,ETHIOPIA-BIRR,21.36,2016-03-31
2015-12-31,ETHIOPIA-BIRR,21.07,2015-12-31
2015-09-30,ETHIOPIA-BIRR,20.82,2015-09-30
2015-06-30,ETHIOPIA-BIRR,20.57,2015-06-30
2015-03-31,ETHIOPIA-BIRR,20.33,2015-03-31
2024-12-31,Euro Zone-Euro,0.961,2024-12-31
2024-09-30,Euro Zone-Euro,0.893,2024-09-30
2024-06-30,Euro Zone-Euro,0.935,2024-06-30
2024-03-31,Euro Zone-Euro,0.927,2024-03-31
2023-12-31,Euro Zone-Euro,0.905,2023-12-31
2023-09-30,Euro Zone-Euro,0.944,2023-09-30
2023-06-30,Euro Zone-Euro,0.92,2023-06-30
2023-03-31,Euro Zone-Euro,0.92,2023-03-31
2022-12-31,Euro Zone-Euro,0.936,2022-12-31
2022-09-30,Euro Zone-Euro,1.026,2022-09-30
2022-06-30,Euro Zone-Euro,0.962,2022-06-30
2022-03-31,Euro Zone-Euro,0.901,2022-03-31
2021-12-31,Euro Zone-Euro,0.882,2021-12-31
2021-09-30,Euro Zone-Euro,0.864,2021-09-30
2021-06-30,Euro Zone-Euro,0.842,2021-06-30
2021-03-31,Euro Zone-Euro,0.852,2021-03-31
2020-12-31,Euro Zone-Euro,0.815,2020-12-31
2020-09-30,Euro Zone-Euro,0.854,2020-09-30
2020-06-30,Euro Zone-Euro,0.893,2020-06-30
2020-03-31,Euro Zone-Euro,0.914,2020-03-31
2019-12-31,Euro Zone-Euro,0.89,2019-12-31
2019-09-30,EURO ZONE-EURO,0.917,2019-09-30
2019-06-30,EURO ZONE-EURO,0.879,2019-06-30
2019-03-31,EURO ZONE-EURO,0.89,2019-03-31
2018-12-31,EURO ZONE-EURO,0.872,2018-12-31
2018-09-30,EURO ZONE-EURO,0.863,2018-09-30
2018-06-30,EURO ZONE-EURO,0.858,2018-06-30
2018-03-31,EURO ZONE-EURO,0.811,2018-03-31
2017-12-31,EURO ZONE-EURO,0.833,2017-12-31
2017-09-30,EURO ZONE-EURO,0.847,2017-09-30
2017-06-30,EURO ZONE-EURO,0.877,2017-06-30
2017-03-31,EURO ZONE-EURO,0.936,2017-03-31
2016-12-31,EURO ZONE-EURO,0.949,2016-12-31
2016-09-30,EURO ZONE-EURO,0.896,2016-09-30
2016-06-30,EURO ZONE-EURO,0.9,2016-06-30
2016-03-31,EURO ZONE-EURO,0.878,2016-03-31
2015-12-31,EURO ZONE-EURO,0.919,2015-12-31
2015-09-30,EURO ZONE-EURO,0.892,2015-09-30
2015-06-30,EURO ZONE-EURO,0.895,2015-06-30
2015-03-31,EURO ZONE-EURO,0.93,2015-03-31
2024-12-31,Fiji-Dollar,2.289,2024-12-31
2024-09-30,Fiji-Dollar,2.149,2024-09-30
2024-06-30,Fiji-Dollar,2.207,2024-06-30
2024-03-31,Fiji-Dollar,2.223,2024-03-31
2023-12-31,Fiji-Dollar,2.165,2023-12-31
2023-09-30,Fiji-Dollar,2.251,2023-09-30
2023-06-30,Fiji-Dollar,2.205,2023-06-30
2023-03-31,Fiji-Dollar,2.183,2023-03-31
2022-12-31,Fiji-Dollar,2.176,2022-12-31
2022-09-30,Fiji-Dollar,2.27,2022-09-30
2022-06-30,Fiji-Dollar,2.204,2022-06-30
2022-03-31,Fiji-Dollar,2.07,2022-03-31
2021-12-31,Fiji-Dollar,2.103,2021-12-31
2021-09-30,Fiji-Dollar,2.103,2021-09-30
2021-06-30,Fiji-Dollar,2.047,2021-06-30
2021-03-31,Fiji-Dollar,2.035,2021-03-31
2020-12-31,Fiji-Dollar,2.004,2020-12-31
2020-09-30,Fiji-Dollar,2.097,2020-09-30
2020-06-30,Fiji-Dollar,2.139,2020-06-30
2020-03-31,Fiji-Dollar,2.278,2020-03-31
2019-12-31,Fiji-Dollar,2.142,2019-12-31
2019-09-30,FIJI-DOLLAR,2.161,2019-09-30
2019-06-30,FIJI-DOLLAR,2.105,2019-06-30
2019-03-31,FIJI-DOLLAR,2.104,2019-03-31
2018-12-31,FIJI-DOLLAR,2.108,2018-12-31
2018-09-30,FIJI-DOLLAR,2.098,2018-09-30
2018-06-30,FIJI-DOLLAR,2.072,2018-06-30
2018-03-31,FIJI-DOLLAR,2.012,2018-03-31
2017-12-31,FIJI-DOLLAR,2.017,2017-12-31
2017-09-30,FIJI-DOLLAR,2.004,2017-09-30
2017-06-30,FIJI-DOLLAR,2.021,2017-06-30
2017-03-31,FIJI-DOLLAR,2.044,2017-03-31
2016-12-31,FIJI-DOLLAR,2.073,2016-12-31
2016-09-30,FIJI-DOLLAR,2.016,2016-09-30
2016-06-30,FIJI-DOLLAR,2.053,2016-06-30
2016-03-31,FIJI-DOLLAR,2.04,2016-03-31
2015-12-31,FIJI-DOLLAR,2.125,2015-12-31
2015-09-30,FIJI-DOLLAR,2.139,2015-09-30
2015-06-30,FIJI-DOLLAR,2.058,2015-06-30
2015-03-31,FIJI-DOLLAR,2.041,2015-03-31
2024-12-31,Finland-Euro,0.961,2024-12-31
2021-12-31,Finland-Euro,0.882,2021-12-31
2021-09-30,Finland-Euro,0.864,2021-09-30
2020-09-30,Finland-Euro,0.854,2020-09-30
2020-06-30,Finland-Euro,0.893,2020-06-30
2020-03-31,Finland-Euro,0.914,2020-03-31
2019-12-31,Finland-Euro,0.89,2019-12-31
2019-09-30,FINLAND-EURO,0.917,2019-09-30
2019-06-30,FINLAND-EURO,0.879,2019-06-30
2019-03-31,FINLAND-EURO,0.89,2019-03-31
2018-12-31,FINLAND-EURO,0.872,2018-12-31
2018-09-30,FINLAND-EURO,0.863,2018-09-30
2018-06-30,FINLAND-EURO,0.858,2018-06-30
2018-03-31,FINLAND-EURO,0.811,2018-03-31
2017-12-31,FINLAND-EURO,0.833,2017-12-31
2017-09-30,FINLAND-EURO,0.847,2017-09-30
2017-06-30,FINLAND-EURO,0.877,2017-06-30
2017-03-31,FINLAND-EURO,0.936,2017-03-31
2016-12-31,FINLAND-EURO,0.949,2016-12-31
2016-09-30,FINLAND-EURO,0.896,2016-09-30
2016-06-30,FINLAND-EURO,0.9,2016-06-30
2016-03-31,FINLAND-EURO,0.878,2016-03-31
2015-12-31,FINLAND-EURO,0.919,2015-12-31
2015-09-30,FINLAND-EURO,0.892,2015-09-30
2015-06-30,FINLAND-EURO,0.895,2015-06-30
2015-03-31,FINLAND-EURO,0.93,2015-03-31
2024-12-31,France-Euro,0.961,2024-12-31
2024-06-30,France-Euro,0.935,2024-06-30
2021-12-31,France-Euro,0.882,2021-12-31
2021-09-30,France-Euro,0.864,2021-09-30
2020-09-30,France-Euro,0.854,2020-09-30
2020-06-30,France-Euro,0.893,2020-06-30
2020-03-31,France-Euro,0.914,2020-03-31
2019-12-31,France-Euro,0.89,2019-12-31
2019-09-30,FRANCE-EURO,0.917,2019-09-30
2019-06-30,FRANCE-EURO,0.879,2019-06-30
2019-03-31,FRANCE-EURO,0.89,2019-03-31
2018-12-31,FRANCE-EURO,0.872,2018-12-31
2018-09-30,FRANCE-EURO,0.863,2018-09-30
2018-06-30,FRANCE-EURO,0.858,2018-06-30
2018-03-31,FRANCE-EURO,0.811,2018-03-31
2017-12-31,FRANCE-EURO,0.833,2017-12-31
2017-09-30,FRANCE-EURO,0.847,2017-09-30
2017-06-30,FRANCE-EURO,0.877,2017-06-30
2017-03-31,FRANCE-EURO,0.936,2017-03-31
2016-12-31,FRANCE-EURO,0.949,2016-12-31
2016-09-30,FRANCE-EURO,0.896,2016-09-30
2016-06-30,FRANCE-EURO,0.9,2016-06-30
2016-03-31,FRANCE-EURO,0.878,2016-03-31
2015-12-31,FRANCE-EURO,0.919,2015-12-31
2015-09-30,FRANCE-EURO,0.892,2015-09-30
2015-06-30,FRANCE-EURO,0.895,2015-06-30
2015-03-31,FRANCE-EURO,0.93,2015-03-31
2024-12-31,Gabon-CFA Franc,630.55,2024-12-31
2024-09-30,Gabon-CFA Franc,585.68,2024-09-30
2024-06-30,Gabon-CFA Franc,612.7,2024-06-30
2024-03-31,Gabon-CFA Franc,608.04,2024-03-31
2023-12-31,Gabon-CFA Franc,593.41,2023-12-31
2023-09-30,Gabon-CFA Franc,618.94,2023-09-30
2023-06-30,Gabon-CFA Franc,603.57,2023-06-30
2023-03-31,Gabon-CFA Franc,603.18,2023-03-31
2022-12-31,Gabon-CFA Franc,613.79,2022-12-31
2022-09-30,Gabon-CFA Franc,672.91,2022-09-30
2022-06-30,Gabon-CFA Franc,630.97,2022-06-30
2022-03-31,Gabon-CFA Franc,590.79,2022-03-31
2021-12-31,Gabon-CFA Franc,578.24,2021-12-31
2021-09-30,Gabon-CFA Franc,566.7,2021-09-30
2021-06-30,Gabon-CFA Franc,546.49,2021-06-30
2021-03-31,Gabon-CFA Franc,553.48,2021-03-31
2020-12-31,Gabon-CFA Franc,529.26,2020-12-31
2020-09-30,Gabon-CFA Franc,554.61,2020-09-30
2020-06-30,Gabon-CFA Franc,580.08,2020-06-30
2020-03-31,Gabon-CFA Franc,593.33,2020-03-31
2019-12-31,Gabon-CFA Franc,578.12,2019-12-31
2019-09-30,GABON-CFA FRANC,618.63,2019-09-30
2019-06-30,GABON-CFA FRANC,576.1,2019-06-30
2019-03-31,GABON-CFA FRANC,616.79,2019-03-31
2018-12-31,GABON-CFA FRANC,603.87,2018-12-31
2018-09-30,GABON-CFA FRANC,594.78,2018-09-30
2018-06-30,GABON-CFA FRANC,579.5,2018-06-30
2018-03-31,GABON-CFA FRANC,551.68,2018-03-31
2017-12-31,GABON-CFA FRANC,567.79,2017-12-31
2017-09-30,GABON-CFA FRANC,574.21,2017-09-30
2017-06-30,GABON-CFA FRANC,579.99,2017-06-30
2017-03-31,GABON-CFA FRANC,617.41,2017-03-31
2016-12-31,GABON-CFA FRANC,621.73,2016-12-31
2016-09-30,GABON-CFA FRANC,593.95,2016-09-30
2016-06-30,GABON-CFA FRANC,590.69,2016-06-30
2016-03-31,GABON-CFA FRANC,575.75,2016-03-31
2015-12-31,GABON-CFA FRANC,602.68,2015-12-31
2015-09-30,GABON-CFA FRANC,585.1,2015-09-30
2015-06-30,GABON-CFA FRANC,586.83,2015-06-30
2015-03-31,GABON-CFA FRANC,606.41,2015-03-31
2024-12-31,Gambia-Dalasi,70.0,2024-12-31
2024-09-30,Gambia-Dalasi,68.0,2024-09-30
2024-06-30,Gambia-Dalasi,67.0,2024-06-30
2024-03-31,Gambia-Dalasi,67.0,2024-03-31
2023-12-31,Gambia-Dalasi,64.0,2023-12-31
2023-09-30,Gambia-Dalasi,61.0,2023-09-30
2023-06-30,Gambia-Dalasi,60.0,2023-06-30
2023-03-31,Gambia-Dalasi,61.0,2023-03-31
2022-12-31,Gambia-Dalasi,61.0,2022-12-31
2022-09-30,Gambia-Dalasi,61.0,2022-12-15
2022-09-30,Gambia-Dalasi,55.0,2022-09-30
2022-06-30,Gambia-Dalasi,54.0,2022-06-30
2022-03-31,Gambia-Dalasi,53.0,2022-03-31
2021-12-31,Gambia-Dalasi,52.0,2021-12-31
2021-09-30,Gambia-Dalasi,52.0,2021-09-30
2021-06-30,Gambia-Dalasi,51.0,2021-06-30
2021-03-31,Gambia-Dalasi,52.0,2021-03-31
2020-12-31,Gambia-Dalasi,52.0,2020-12-31
2020-09-30,Gambia-Dalasi,51.0,2020-09-30
2020-06-30,Gambia-Dalasi,51.0,2020-06-30
2020-03-31,Gambia-Dalasi,51.0,2020-03-31
2019-12-31,Gambia-Dalasi,51.0,2019-12-31
2019-09-30,GAMBIA-DALASI,50.0,2019-09-30
2019-06-30,GAMBIA-DALASI,50.0,2019-06-30
2019-03-31,GAMBIA-DALASI,50.0,2019-03-31
2018-12-31,GAMBIA-DALASI,50.0,2018-12-31
2018-09-30,GAMBIA-DALASI,48.0,2018-09-30
2018-06-30,GAMBIA-DALASI,47.0,2018-06-30
2018-03-31,GAMBIA-DALASI,47.0,2018-03-31
2017-12-31,GAMBIA-DALASI,47.0,2017-12-31
2017-09-30,GAMBIA-DALASI,47.0,2017-09-30
2017-06-30,GAMBIA-DALASI,47.0,2017-06-30
2017-03-31,GAMBIA-DALASI,46.0,2017-03-31
2016-12-31,GAMBIA-DALASI,44.0,2016-12-31
2016-09-30,GAMBIA-DALASI,45.0,2016-09-30
2016-06-30,GAMBIA-DALASI,43.0,2016-06-30
2016-03-31,GAMBIA-DALASI,40.0,2016-03-31
2015-12-31,GAMBIA-DALASI,40.0,2015-12-31
2015-09-30,GAMBIA-DALASI,40.0,2015-09-30
2015-06-30,GAMBIA-DALASI,40.0,2015-06-30
2015-03-31,GAMBIA-DALASI,48.0,2015-03-31
2024-12-31,Georgia-Lari,2.78,2024-12-31
2024-09-30,Georgia-Lari,2.705,2024-09-30
2024-06-30,Georgia-Lari,2.77,2024-06-30
2024-03-31,Georgia-Lari,2.668,2024-03-31
2023-12-31,Georgia-Lari,2.665,2023-12-31
2023-09-30,Georgia-Lari,2.65,2023-09-30
2023-06-30,Georgia-Lari,2.585,2023-06-30
2023-03-31,Georgia-Lari,2.52,2023-03-31
2022-12-31,Georgia-Lari,2.665,2022-12-31
2022-09-30,Georgia-Lari,2.792,2022-09-30
2022-06-30,Georgia-Lari,2.915,2022-06-30
2022-03-31,Georgia-Lari,3.03,2022-03-31
2021-12-31,Georgia-Lari,3.075,2021-12-31
2021-09-30,Georgia-Lari,3.092,2021-09-30
2021-06-30,Georgia-Lari,3.15,2021-06-30
2021-03-31,Georgia-Lari,3.41,2021-03-31
2020-12-31,Georgia-Lari,3.27,2020-12-31
2020-09-30,Georgia-Lari,3.16,2020-09-30
2020-06-30,Georgia-Lari,3.05,2020-06-30
2020-03-31,Georgia-Lari,3.28,2020-03-31
2019-12-31,Georgia-Lari,2.87,2019-12-31
2019-09-30,GEORGIA-LARI,2.97,2019-09-30
2019-06-30,GEORGIA-LARI,2.88,2019-06-30
2019-03-31,GEORGIA-LARI,2.7,2019-03-31
2018-12-31,GEORGIA-LARI,2.67,2018-12-31
2018-09-30,GEORGIA-LARI,2.6,2018-09-30
2018-06-30,GEORGIA-LARI,2.45,2018-06-30
2018-03-31,GEORGIA-LARI,2.43,2018-03-31
2017-12-31,GEORGIA-LARI,2.61,2017-12-31
2017-09-30,GEORGIA-LARI,2.48,2017-09-30
2017-06-30,GEORGIA-LARI,2.41,2017-06-30
2017-03-31,GEORGIA-LARI,2.44,2017-03-31
2016-12-31,GEORGIA-LARI,2.66,2016-12-31
2016-09-30,GEORGIA-LARI,2.33,2016-09-30
2016-06-30,GEORGIA-LARI,2.34,2016-06-30
2016-03-31,GEORGIA-LARI,2.37,2016-03-31
2015-12-31,GEORGIA-LARI,2.4,2015-12-31
2015-09-30,GEORGIA-LARI,2.38,2015-09-30
2015-06-30,GEORGIA-LARI,2.25,2015-06-30
2015-03-31,GEORGIA-LARI,2.23,2015-03-31
2024-12-31,Germany-Euro,0.961,2024-12-31
2021-12-31,Germany-Euro,0.882,2021-12-31
2021-09-30,Germany-Euro,0.864,2021-09-30
2020-09-30,Germany-Euro,0.854,2020-09-30
2020-06-30,Germany-Euro,0.893,2020-06-30
2020-03-31,Germany-Euro,0.914,2020-03-31
